product_id,product_category_name,order_id,order_item_id,seller_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
e3e020af31d4d89d2602272b315c3f6e,beleza_saude,a41753c6a1d8accb89732e36243432d7,1,94144541854e298c2d976cb893b81343,2017-05-18 11:05:13,29.9,15.79,94451,viamao,RS,-30.15946930410813,-50.832839089335735,viamao,RS
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,6a1594b5f5cfc5bac6dcdc3f48f22b5e,1,abcd2cb37d46c2c8fb1bf071c859fc5b,2018-03-12 18:30:16,95.9,27.22,78020,cuiaba,MT,-15.60297857178555,-56.10296014321507,cuiaba,MT
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,f6fbf7907913892ffc12ada3bff286ba,1,abcd2cb37d46c2c8fb1bf071c859fc5b,2017-08-04 19:03:15,89.9,38.18,78020,cuiaba,MT,-15.60297857178555,-56.10296014321507,cuiaba,MT
36555a2f528d7b2a255c504191445d39,beleza_saude,a63144d37a00c28ef382668a5d5ece8b,1,851773c885feb5e2da3b4f82bc2b17ce,2018-02-14 14:31:45,29.9,16.11,18683,lencois paulista,SP,-22.6025864711492,-48.81247149518349,lencois paulista,SP
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,3ea7135b7064169abacfc10aa72f2e3a,1,01fdefa7697d26ad920e9e0346d4bd1b,2018-08-14 13:35:14,64.9,19.64,86050,londrina,PR,-23.331043778111702,-51.17743350000001,londrina,PR
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,93d7cfb112111edec49fd02555f48da3,1,01fdefa7697d26ad920e9e0346d4bd1b,2018-08-20 03:15:16,64.9,19.64,86050,londrina,PR,-23.331043778111702,-51.17743350000001,londrina,PR
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,396b08e638fbc9a9d6747df738dbd29c,1,40d54b51e962dbe09cabbcfd33298dee,2018-04-10 17:30:22,255.0,15.88,9230,santo andre,SP,-23.61571809769749,-46.53118432278263,santo andre,SP
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,d9f834b712ac280bbbbcd7a3114c240c,1,40d54b51e962dbe09cabbcfd33298dee,2017-12-11 17:31:10,255.0,12.99,9230,santo andre,SP,-23.61571809769749,-46.53118432278263,santo andre,SP
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,dd8c2ff157394afacbcc50a161e1af4e,1,40d54b51e962dbe09cabbcfd33298dee,2017-07-20 09:35:11,253.0,19.02,9230,santo andre,SP,-23.61571809769749,-46.53118432278263,santo andre,SP
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,f409f5ae35c08a9135d9e5d15ec6ab67,1,40d54b51e962dbe09cabbcfd33298dee,2017-07-14 11:10:10,219.9,12.74,9230,santo andre,SP,-23.61571809769749,-46.53118432278263,santo andre,SP
3569d4374a919941a50f57371b1dc93d,beleza_saude,96c1729a2b2307326d6f7b1fc6c8d27f,1,ef0ace09169ac090589d85746e3e036f,2018-01-11 19:08:04,99.9,12.15,24451,sao goncalo,RJ,-22.827869999999997,-43.01969625000001,sao goncalo,RJ
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,b915355d5d44aa71d50cf04caeb78a53,1,f46490624488d3ff7ce78613913a7711,2018-08-24 15:57:39,126.0,34.64,7194,guarulhos,SP,-23.444148887039063,-46.50655197737896,guarulhos,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,00c4f17dcb94448f27a2cbaa83f10a4b,1,a420f60ff1aa9acc80d0e42959f2b313,2018-06-12 20:31:41,32.0,7.39,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,0c75e71e90c568ddf98a984598c228fe,1,a420f60ff1aa9acc80d0e42959f2b313,2018-06-27 13:17:45,32.0,7.48,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,141f547cc0f5d65f5eb35f3bcc632818,1,a420f60ff1aa9acc80d0e42959f2b313,2018-08-14 03:15:21,32.0,7.48,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,418bafc9ec22366d00fdadab496b0215,1,a420f60ff1aa9acc80d0e42959f2b313,2018-08-01 00:45:10,32.0,19.13,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,469a7494ad77aec29dcd9958164ecfda,1,a420f60ff1aa9acc80d0e42959f2b313,2018-06-29 10:30:43,32.0,7.48,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,53c31e515549ff8d58c7e4bf134ea258,1,a420f60ff1aa9acc80d0e42959f2b313,2018-07-30 06:50:11,32.0,12.88,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,67274e3826cb110f3d0cb45f33c2275e,1,a420f60ff1aa9acc80d0e42959f2b313,2018-07-05 13:31:35,32.0,7.48,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,725bd1de71d306a7803aad540b487fae,1,a420f60ff1aa9acc80d0e42959f2b313,2018-07-04 16:31:15,32.0,15.32,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,c75860f1d422b9efcb29383df98932f7,1,a420f60ff1aa9acc80d0e42959f2b313,2018-05-10 04:11:36,29.9,15.23,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
adf591c625cb265c12bc6749d3a2f757,beleza_saude,dbf6877228cc3660405cab36ede2947e,1,a420f60ff1aa9acc80d0e42959f2b313,2018-04-17 15:12:09,29.9,7.39,5138,sao paulo,SP,-23.485253731057767,-46.73312974854289,são paulo,SP
50556c630443502c11acde1c320fe278,beleza_saude,739a725c63ee6fe22172060698bcb934,1,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-21 13:51:37,129.9,15.66,25645,petropolis,RJ,-22.549033360244323,-43.210094724044055,petrópolis,RJ
50556c630443502c11acde1c320fe278,beleza_saude,b0c175f72fd1e5956743578c03b1785c,1,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-26 16:55:51,129.9,18.79,25645,petropolis,RJ,-22.549033360244323,-43.210094724044055,petrópolis,RJ
50556c630443502c11acde1c320fe278,beleza_saude,c297e25bd82cc7de06d7cb843e1c599f,2,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-21 19:26:19,129.9,28.28,25645,petropolis,RJ,-22.549033360244323,-43.210094724044055,petrópolis,RJ
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,9068e8cf49f95d4c1684f38d5e570780,1,1336efc61c316ddf92c899eb817f7cae,2017-09-13 09:15:21,24.99,24.66,19800,assis,SP,-22.66791333527613,-50.41920174522468,assis,SP
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,6c0b82a9a69f551e8bc3df69007d71ad,1,5c243662ce92d84573bfaff24c3e3700,2017-03-28 11:38:33,249.99,19.88,3702,sao paulo,SP,-23.51674732944774,-46.54818243075192,sao paulo,SP
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,93dc7c78fb2b4efe25f1ed813f84992a,1,5c243662ce92d84573bfaff24c3e3700,2017-04-13 18:02:51,249.99,30.1,3702,sao paulo,SP,-23.51674732944774,-46.54818243075192,sao paulo,SP
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,055b1b19fcb7ec836c23f44053344b20,1,5debea795b07621e1f90532e18f96145,2018-03-08 02:15:34,28.58,12.48,86800,apucarana,PR,-23.552512530494816,-51.46349357996916,apucarana,PR
dd783a33bc94bef9c728611320d559e7,beleza_saude,663ccd66895e16bba443625e63a777ff,1,11bfa66332777660bd0640ee84d47006,2018-03-02 14:49:36,45.0,25.63,14085,ribeirao preto,SP,-21.16850440882337,-47.79370519233655,ribeirao preto,SP
c752f2bc46ad4b389290cf5828a1db62,beleza_saude,272cb4760cf5b97f2b4bddd15520e10a,1,a416b6a846a11724393025641d4edd5e,2017-03-30 01:23:25,29.89,9.34,3702,sao paulo,SP,-23.51674732944774,-46.54818243075192,sao paulo,SP
c752f2bc46ad4b389290cf5828a1db62,beleza_saude,6345437ab1ffa04f5a791c668934e196,1,a416b6a846a11724393025641d4edd5e,2017-08-28 11:15:12,39.9,9.34,3702,sao paulo,SP,-23.51674732944774,-46.54818243075192,sao paulo,SP
6a61a5d77a8571a0646e8c0f75f572f4,beleza_saude,bfd5957bdfbc86a1882ee0dfa7a36a47,1,01bcc9d254a0143f0ce9791b960b2a47,2018-02-08 10:16:03,165.9,17.6,76400,uruacu,GO,-14.518522867646602,-49.1319174044097,uruacu,GO
a18a23a783fb7576a8f0f6fbc2ae2b58,beleza_saude,468f886b3420ea7cdeba5a0fe4860886,1,4bf2f4ee540798a61f9636d12cd9cc80,2017-11-28 13:11:28,234.83,13.14,19814,assis,SP,-22.64961538190318,-50.406862966414685,assis,SP
a18a23a783fb7576a8f0f6fbc2ae2b58,beleza_saude,d4da0eae97584a51df1e150a105e4f20,1,bd4431c1a8dfa744b59e1e2a8bc99b9e,2018-05-02 11:51:50,229.9,19.49,20761,rio de janeiro,RJ,-22.870634404408637,-43.29503637633458,rio de janeiro,RJ
d10abea506594de1dd5ea21851f94062,beleza_saude,7a685062c7fb83498153b46a3abd21e0,1,ebd2d60905fb58271facef5596b620d3,2018-05-02 09:49:59,39.9,18.23,18683,lencois paulista,SP,-22.6025864711492,-48.81247149518349,lencois paulista,SP
aba0932cedf32b2a7b6b832f11769613,beleza_saude,0c53c83ddb6fc0f6d915cda471c0aee5,1,a416b6a846a11724393025641d4edd5e,2017-09-05 20:10:14,315.0,19.46,3702,sao paulo,SP,-23.51674732944774,-46.54818243075192,sao paulo,SP
10d43b23591dde746f32fe6a7beb5bfb,beleza_saude,4b4d1573d0fb4a347214a8172a51fc16,1,c70c1b0d8ca86052f45a432a38b73958,2018-05-28 12:56:18,95.0,7.85,13186,hortolandia,SP,-22.887514996879027,-47.19573904628551,hortolandia,SP
10d43b23591dde746f32fe6a7beb5bfb,beleza_saude,76600853a200fe87e141adae6b35674c,1,c70c1b0d8ca86052f45a432a38b73958,2018-07-30 13:25:12,95.0,13.33,13186,hortolandia,SP,-22.887514996879027,-47.19573904628551,hortolandia,SP
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,123eb6c42fb774382bf82e6a332af592,1,4e17c65a516f69d023a2ae78b84f28d6,2018-03-15 16:08:19,23.9,13.37,8673,suzano,SP,-23.54646763188849,-46.31743880609893,suzano,SP
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,4eae14ba78c6ed873a6d1f11e52326b1,1,4e17c65a516f69d023a2ae78b84f28d6,2018-04-15 23:06:54,32.9,17.93,8673,suzano,SP,-23.54646763188849,-46.31743880609893,suzano,SP
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,6288c084b4b8b9ed59cddc6793eba928,1,4e17c65a516f69d023a2ae78b84f28d6,2018-02-07 02:11:57,23.9,16.6,8673,suzano,SP,-23.54646763188849,-46.31743880609893,suzano,SP
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,6288c084b4b8b9ed59cddc6793eba928,2,4e17c65a516f69d023a2ae78b84f28d6,2018-02-07 02:11:57,23.9,16.6,8673,suzano,SP,-23.54646763188849,-46.31743880609893,suzano,SP
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,6288c084b4b8b9ed59cddc6793eba928,3,4e17c65a516f69d023a2ae78b84f28d6,2018-02-07 02:11:57,23.9,16.6,8673,suzano,SP,-23.54646763188849,-46.31743880609893,suzano,SP
bc4a074ab7a7ff14e98fa64671a79dc0,beleza_saude,6288c084b4b8b9ed59cddc6793eba928,4,4e17c65a516f69d023a2ae78b84f28d6,2018-02-07 02:11:57,23.9,16.6,8673,suzano,SP,-23.54646763188849,-46.31743880609893,suzano,SP
e84fb20fe338824c220166d3cd562cbd,beleza_saude,b2b8934746a9afa7b38c8c1f88268ecb,1,c70c1b0d8ca86052f45a432a38b73958,2018-08-08 13:04:06,95.0,15.77,13186,hortolandia,SP,-22.887514996879027,-47.19573904628551,hortolandia,SP
e84fb20fe338824c220166d3cd562cbd,beleza_saude,b2b8934746a9afa7b38c8c1f88268ecb,2,c70c1b0d8ca86052f45a432a38b73958,2018-08-08 13:04:06,95.0,15.77,13186,hortolandia,SP,-22.887514996879027,-47.19573904628551,hortolandia,SP
3d649f0e12c7b5f9ec7e00f538cc13f3,beleza_saude,b5129d89b2b35c7c038c6e7eb0ae3e0c,1,06bb3a2fe5e7b7a845b13e8fb91bd944,2017-10-23 04:08:38,64.5,14.2,31844,belo horizonte,MG,-19.836890499647936,-43.91622823669364,belo horizonte,MG
8729e9bc4b7f0422448d80ed35ae329d,beleza_saude,74d77b51e4f28bc2b7a17ec496e2dff6,1,2e1a7d075abe038c1b2743005fe42ff1,2017-08-31 15:35:10,67.9,19.72,3461,sao paulo,SP,-23.569085514570943,-46.52738665237461,sao paulo,SP
8729e9bc4b7f0422448d80ed35ae329d,beleza_saude,ff0c42884b1cfcd5376cc7dac8ebe375,1,2e1a7d075abe038c1b2743005fe42ff1,2017-12-07 02:38:32,67.9,17.73,3461,sao paulo,SP,-23.569085514570943,-46.52738665237461,sao paulo,SP
6bb81626d06fafb4d7eab61ac9ed70c6,beleza_saude,c255d417bffb18b3c55955e368d2da81,1,c161d1327ebc3a156c09582ab2f59f6c,2017-08-10 14:05:26,22.0,7.78,3521,sao paulo,SP,-23.548877507357595,-46.51772421495759,sao paulo,SP
2efbce46d36d9af306d4300db163b276,beleza_saude,03e5d6a8dd520898f86f8429ccd07c21,1,b494891378bd8f4560abe576c52deacd,2018-08-02 11:45:13,119.9,15.94,4160,sao paulo,SP,-23.62358155176294,-46.61056007369148,sao paulo,SP
7e437c1d65a7baab7e7ca6c9f4e98b84,beleza_saude,1ba9bc470dd2df7a0951759dd7b88b8b,1,b56906f7fd1696e043f1bcce164c487b,2017-07-25 15:05:16,65.0,32.9,19830,echapora,SP,-22.42925217631197,-50.20413759688468,echapora,SP
